bedrooms,bathrooms,sqft_lot,floors,condition,yr_built,price
3,1.75,29004,1,3,1959,215000
3,3.5,95832,1.5,3,2005,665000
3,2.25,7498,1,3,1987,423500
3,3,4800,1.5,3,1900,850000
2,1,6232,1,3,1943,155000
3,2.25,7210,1,3,1963,505000
3,3.5,5558,2,3,2005,780000
3,1.5,22764,1,3,1970,165000
2,2.5,5001,1,5,1972,707000
3,2.5,1475,3,3,2000,497000
4,1.75,8856,1,3,1955,349170
4,1.5,10050,1.5,3,1963,287000
4,2.5,20251,1,3,1969,2.38E+06
4,2.5,14400,1,5,1963,645000
5,2.25,9652,2,3,1990,238000
5,2.25,9652,2,3,1990,328000
2,1.5,1123,2,3,2003,365000
3,1,8147,1,4,1948,380000
4,1.5,10500,2,3,1962,525000
4,2.25,3672,2,5,1926,402000
2,1,9250,1,3,1969,308000
3,2.5,6997,2,3,2006,405000
3,1.75,32380,1,3,1951,808000
4,3.5,6874,2.5,3,2010,875000
3,2.5,55321,3,4,1982,860000
4,2.25,7925,1,3,1960,367500
6,3.5,13572,1,3,1987,604000
2,0.75,19703,1,3,1934,230000
4,2.75,8148,1,3,1978,435000
4,2.5,7098,2,3,2007,347500
4,1.75,16697,1,3,1981,525000
2,1.5,15641,1,4,1940,280000
2,1.5,15641,1,4,1940,490000
4,1.75,5490,1,5,1942,265000
4,2.25,18295,1,4,1979,645000
3,2.25,31497,1,4,1964,390000
3,2.5,7629,1,3,1988,267500
4,3.5,10766,2,3,2007,1.28E+06
4,1.75,10720,1,3,1958,404000
3,2.25,12042,2,3,1989,380000
4,2.75,10300,1,4,1978,812500
3,1,8610,1,5,1959,265000
5,2.75,7725,1,5,1967,480000
1,1,4725,1,3,1939,264000
5,3,38816,1.5,3,1969,1.35E+06
4,1.75,9000,1,4,1966,550000
2,1.5,2400,1.5,3,1929,615000
3,1.75,28600,1,3,1967,464000
3,1,30940,2,3,1976,365000
4,2.25,10800,1,3,1977,490000
4,2.25,7350,2,4,1977,280927
2,1,6017,1,4,1954,282613
3,2.25,15886,2,3,1982,675000
4,2.5,7475,1,3,1985,575550
3,2,7770,1,4,1990,259900
4,2.25,8267,2,3,1996,450000
4,2.5,6296,2,3,2013,487500
4,2.25,17842,2,4,1973,275000
3,2.5,5027,2,3,2002,305000
3,1.75,217800,1,4,1977,395000
3,1,7648,1,4,1940,215000
3,2,6000,1.5,4,1920,410000
4,2.5,7826,1,4,1976,440000
4,3.5,15724,2,3,1994,1.16E+06
4,2,7200,1,4,1956,500000
5,2.75,6120,2,3,1909,961000
4,2.25,9340,2,4,1979,825000
3,1.75,3840,1.5,5,1910,734000
4,4.25,5715,2,3,2003,490000
4,2.5,6000,2,3,1991,175000
1,1,4800,1,3,1914,190000
4,2.25,12581,2,4,1978,305000
3,1,7936,1,5,1940,1.30E+06
2,1,6600,1,3,1919,417000
2,1,4190,1,2,1906,275000
3,2.5,8196,2,3,1991,661000
4,2.75,9640,1,3,1998,435000
5,2.25,9454,1,3,1972,788000
5,3.25,17232,2,3,1977,1.80E+06
5,3.25,6589,1.5,3,1906,408000
2,1,3760,1.5,4,1912,570000
5,3.25,6960,2,3,1953,1.54E+06
2,1,5510,1,3,1955,400000
3,1.75,8740,1,4,1987,247000
3,1.75,7200,1,3,1949,453000
2,1,3008,1,4,1923,235000
4,1.75,5750,1.5,5,1919,675000
3,2,5150,1,5,1919,516200
1,1,91476,1.5,3,1996,650000
3,1.5,10227,1,4,1945,257100
2,2,9985,1,3,2006,457000
3,1.75,3478,1.5,4,1929,540000
3,1.75,10270,1,4,1966,268000
3,1,7314,1,3,1960,300000
2,2.5,114127,1,4,1975,380000
3,2.5,54450,1.5,3,1990,725000
3,1,19204,1,3,1968,249000
5,1,9383,1,3,1929,274000
4,3.25,10912,2,3,2003,1.78E+06
3,1.75,7149,1,3,1955,396500
2,1.5,7800,1,4,1956,460000
3,1,8536,1,4,1957,277000
6,4,5275,1,3,1998,449500
4,3,4560,1.5,3,1925,785950
3,2.5,9775,1,3,1975,545000
3,2,9688,1,4,1983,244000
3,2.5,2415,2,3,1983,165000
2,1,5000,1,3,1906,435000
3,2.5,10082,1,3,1987,642000
3,2.5,4120,2,3,1999,340000
4,2.5,35689,2,4,1991,730000
3,1.75,2800,1,5,1982,563250
5,2.5,67518,2,3,1979,675000
3,1.5,6630,1,3,1954,620000
2,2,9041,1,3,1956,275000
3,1,8209,1,3,1942,270000
4,2.5,5472,2,3,2003,325000
4,2.5,1836,2,3,2005,476100
2,1,12000,1,4,1959,700000
4,2,5200,1.5,4,1978,220000
3,1.75,10919,1,3,1975,236000
3,2.5,4750,1,4,1951,790000
3,1,6000,1,3,1967,350000
2,1,5300,1,3,1941,130000
4,2.5,6406,2,3,2004,283200
3,1,6250,1,3,1945,273000
5,2.25,8710,1,4,1976,599000
4,2.5,11998,1,3,1960,460000
4,4.25,52889,2,4,1996,1.16E+06
4,1.75,8750,1,3,1971,385000
3,1,7420,1.5,3,1944,264250
3,2.5,1472,3,3,2006,608000
3,2.5,48994,2,4,1984,450000
3,2,4800,2,3,1909,1.76E+06
5,2,6050,2,4,1944,339950
6,3.75,6150,2,4,1977,760000
2,1,5395,1,3,1940,350000
3,1.75,55847,1,4,1960,541500
6,2.75,16449,1,4,1963,730000
3,1,5600,1,2,1949,215000
3,2,9972,1,4,1977,420000
4,2.25,8470,1,3,1983,655000
3,2.5,10652,2,4,1981,240000
4,2,6000,1,5,1939,730000
4,1.5,12100,1,3,1962,390000
3,1,10000,1,4,1954,473000
4,3.5,5670,2,3,1970,698000
3,2.5,4883,2,3,2005,511000
2,1.5,1808,2,3,1993,358000
3,1.75,8400,1,4,1955,499990
4,2.25,10200,1,3,1960,322000
3,1,9682,1,3,1969,201000
4,2.5,16200,1,3,1988,765000
4,2.75,5750,1.5,5,1928,920000
4,2,7552,1,4,1977,360000
3,1.75,9220,2,3,1987,297300
3,1,9403,1,4,1942,399000
3,1,10005,1.5,4,1950,400000
3,1.75,10164,1,4,1964,230000
3,1,4560,1,4,1968,290000
3,2.5,7658,2,3,2003,323800
4,1.5,6380,1.5,4,1930,574500
3,2.25,1596,2,3,2002,505000
2,1,10950,1,4,1944,372500
3,1.5,19163,1,3,1964,425000
3,2.5,214315,1.5,3,2000,446250
2,0.75,6862,1,4,1924,330000
3,2.5,17707,2,3,1983,608095
3,2.5,10136,1,3,1958,550000
4,2.5,16103,2,3,2004,265000
4,2.25,8255,1.5,4,1930,399888
2,1,2570,1,5,1927,430000
3,2.5,6092,2,3,2013,554990
3,2.5,6280,2,3,2003,359950
2,1,2599,1,4,1901,405000
2,1,4025,1,3,1981,280000
4,2.25,11070,2,4,1966,479950
5,1.75,53578,1,4,1976,575000
4,2.25,7733,2,3,1983,392000
4,2.25,36136,2,4,1977,760500
3,2.5,9521,2,3,2003,435000
4,2.75,8570,2,3,1993,1.57E+06
4,1.5,10488,1,3,1961,261000
3,2.25,5000,2,3,1939,1.48E+06
7,4,2665,2,3,1927,853800
3,2.5,10496,2,3,1989,657500
4,2.5,9933,2,3,1990,331950
3,1.75,5899,1,3,1986,514000
3,3.5,27598,2,4,1995,496000
4,2.5,21894,2,3,1987,1.09E+06
3,1,5200,1,5,1976,195700
4,2.25,8640,2,3,1925,1.40E+06
4,3.25,20822,2,3,1991,1.18E+06
3,2.5,9648,1,4,1966,643403
4,2.5,7066,2,4,1997,357000
3,1.75,8163,1,3,1953,865000
3,2.5,9280,2,4,1988,905000
3,1.5,7100,1,3,1954,265000
2,2.5,7246,2,3,1998,535000
3,1,5440,1,4,1929,450000
4,2.5,7533,2,3,1991,460500
4,1.75,8580,1,3,1960,315000
4,2.5,13939,1,3,1978,607500
2,1,3235,1,4,1916,432000
3,4,5350,2,5,1933,1.70E+06
4,2.5,6139,2,3,2001,479000
5,2.75,6600,2,3,2002,475000
3,1,8146,1,3,1952,415000
2,1,5000,1,4,1914,450000
3,2.5,33503,1.5,4,1969,1.14E+06
5,3,8432,2,3,2004,430000
3,1.75,10742,1,5,1971,296000
4,2.25,8927,1,3,1976,303000
4,2.5,6015,2,3,2004,641000
3,2.25,5739,1,3,1984,280000
3,2,9635,1,3,1966,260750
4,2.5,5191,2,3,2001,601000
3,1.5,6604,1,4,1918,255000
4,2.75,10720,1,4,1976,555000
3,1.5,10827,1,4,1955,865000
4,2.5,17400,1.5,4,1964,1.39E+06
3,2.25,31626,1,2,1987,315000
2,1,9610,1,3,1962,200000
3,1,6450,1,3,1948,357000
2,1.5,934,2,3,2007,390000
5,1.75,10220,1,4,1954,462000
2,1,5200,1,3,1955,174500
2,1,7140,1.5,3,1921,305000
5,1.75,14040,1,4,1956,449000
3,2,5000,2,3,1951,260000
4,2.5,6142,2,3,2004,751000
2,1,9270,1,4,1948,370037
3,1.75,8910,2,4,1988,229950
3,1.75,7682,1,3,1978,349000
4,2.5,3808,2,3,2003,348000
3,3.25,5600,2,3,1905,1.22E+06
4,3,18948,2,3,1993,510000
3,1.5,6805,1,4,1981,265000
3,2.75,4815,3,3,1974,1.25E+06
4,4,871200,2,3,2003,937500
3,1.75,8384,1,4,1971,485000
4,1,5217,1.5,3,1951,489000
2,1,5120,1,5,1952,400000
3,2.5,3600,2,3,2005,638000
3,1.75,8740,1,4,1968,440000
6,2,8240,1,2,1964,305000
6,2,8240,1,2,1964,649950
4,2.5,6012,2,3,2005,680000
4,2.5,22050,2,3,1996,629000
3,2.5,7584,2,3,1988,555000
4,2.75,35362,2,5,1976,669000
3,2.5,6608,2,3,1994,272000
4,2.25,9900,1,3,1965,270000
3,1,9775,1,3,1964,215000
3,1.5,17707,1,4,1947,690000
4,1.75,6825,1,3,1950,256000
3,2.25,7314,1,3,1981,255000
7,4,8100,2,3,1970,550000
3,1,5280,1,4,1957,410000
2,1,4366,1,3,1912,410000
3,1.75,4000,1,3,1986,259000
3,1,21183,1,3,1955,292000
4,3.5,12500,2,3,2003,1.65E+06
5,1,5000,1.5,3,1929,518000
3,2.5,3097,2,3,1992,485000
3,2,35060,1,3,1989,259500
4,2.5,5420,2,3,2003,354000
3,2.25,22464,2,5,1966,999950
3,1.75,10466,1,5,1959,464500
3,2.5,4200,2,3,2005,300000
3,2.75,7216,2,3,1967,1.08E+06
4,2.5,6666,2,3,1989,309950
3,1,3700,1.5,3,1909,315000
3,1,5580,1.5,3,1908,499950
4,2,4800,1,3,1953,780000
3,3.25,16090,1,4,1976,885000
2,1,3885,1.5,4,1906,500000
3,2,6755,1,3,1989,329000
4,1.75,7455,1,4,1963,246000
3,1.5,9600,1,4,1960,405000
4,1.75,7800,1,5,1981,349000
4,2.5,12062,2,3,1992,374950
3,2,7217,1,3,1969,306000
4,1.75,7840,1,4,1961,416000
3,2.5,12476,2,4,1989,560000
3,1.5,20700,1,2,1948,260000
3,2.25,38377,1,4,1978,306500
3,1.75,11274,1,4,1968,299950
3,2.5,8977,1,3,1990,265500
3,1.5,12000,1,3,1986,219000
3,1.75,17349,1,3,1977,365000
3,2,42689,1.5,3,1959,499000
3,1.75,8301,1,3,1967,366000
3,2.25,1264,3,3,2014,514950
4,2.75,10669,2,3,1999,875000
3,2.25,8800,1,5,1957,831000
4,3.25,7266,2,3,2003,689900
3,2.5,10763,2,3,1994,315000
0,0,8049,2,3,1990,355000
3,1,7284,1,3,1963,336500
3,2.75,4050,1.5,5,1926,1.10E+06
6,2,8057,1,4,1959,375000
3,2,24046,1,3,1985,289275
4,3.5,6000,2,4,2002,455000
3,1.75,10695,1,3,1975,505000
3,1,3350,1.5,4,1919,450000
3,2.5,7398,2,3,2001,567500
3,1.5,8505,1,4,1955,265000
3,2,14992,1,3,2001,340000
3,2,8885,1.5,5,1939,375000
6,3,4218,2,3,1970,920000
4,2.25,11843,2,4,1972,850000
3,1,9750,1,5,1969,202000
4,3,12000,1,3,1984,725000
3,3.25,33980,2,3,1991,900000
2,1.5,6000,1,3,1951,680200
3,1,9000,1,4,1918,216500
3,1.5,7650,1,5,1966,325000
3,2.5,4134,2,3,2004,675000
2,0.75,16321,1,3,1936,435000
3,1.75,14000,1,4,1977,263500
4,2.25,36256,2,3,1978,550000
3,2.5,3750,2,4,1995,875000
4,1,8400,1,5,1966,246600
3,2.25,941,3,3,2006,337000
3,1.75,7500,1,3,1988,240000
3,1.75,11120,1,4,1984,490000
5,2.5,83231,1,4,1975,510000
3,1,8008,1,3,1971,305000
3,2.5,3655,2,3,2003,350000
3,1.75,6632,1,3,1959,284200
4,2.5,9757,2,5,1995,357000
4,2.75,38865,1,3,1986,854000
4,2.5,49658,2,3,1999,1.18E+06
3,2.25,15952,1,4,1963,1.00E+06
4,2.25,3000,2,3,1909,616500
4,2.75,3750,2,5,1911,750000
6,4.5,9100,2,3,1979,650000
4,2.25,10050,1,4,1962,275000
4,1.75,4280,1,4,1918,540000
3,1,10665,1,4,1961,225000
4,2.5,9072,2,3,1991,845000
3,2.25,7740,1,5,1923,490000
4,2.5,8167,2,3,2005,753000
3,1.75,7210,1,3,1972,475000
1,0.75,7203,1.5,3,1949,124000
1,0.75,7203,1.5,3,1949,224000
2,1,3800,1,4,1916,485000
4,1.75,6000,1,4,1944,230000
4,2.75,14175,1,3,1980,372000
4,2.5,9426,2,4,1990,306000
4,3.5,3000,2,3,2008,905000
4,1,6678,1,3,1950,440000
3,1.75,10001,1,4,1977,280000
3,2.5,147823,2,3,1999,435000
3,2.5,4500,2,3,1990,425000
2,0.75,11429,1,3,1956,204950
2,1.75,7500,1,4,1959,670000
2,1,2723,1,3,1921,475000
5,2.5,6650,1,3,1964,352000
4,1.75,8800,1,4,1961,575000
4,3.5,20668,2,5,1965,1.73E+06
3,2,5070,2,3,1950,491000
4,2.5,7465,2,3,2004,750000
4,2.5,50662,1,3,1978,830000
6,3.75,20197,2,3,2005,1.14E+06
3,1,27442,1,4,1970,137124
4,1,6000,1.5,3,1907,225000
4,2.5,7300,1,4,1963,732600
4,2.25,8001,2,4,1984,818000
3,2.25,14950,1,4,1978,431000
2,2.25,1034,3,3,1996,304000
5,2,4667,1,3,1908,650000
2,2,6160,2,4,1977,450000
4,1,8401,1,3,1958,269000
3,1,10732,1,3,1953,875000
4,2.25,8393,1,4,1977,890000
4,2.5,9725,2,3,1986,565000
2,2,1339,2,4,2006,448175
0,0,4800,2,3,1996,235000
5,3,6500,2,3,2000,680000
3,1.75,12367,2,4,1970,629000
3,3.5,1486,2.5,3,2000,494000
4,3,5500,2,4,1926,1.10E+06
5,2.5,9460,1,3,1969,450000
3,1.75,11050,1,4,1969,330000
4,2.5,11397,2,4,1984,960000
4,2.5,7056,2,3,1990,360000
3,2.5,11672,2,3,2004,378000
3,1.75,6250,1,4,1941,499950
3,2.5,12866,2,4,1986,450000
2,2,5969,1,4,1950,523500
3,2.5,43995,2,3,1986,600000
3,2.5,4828,2,3,2002,290000
3,3.25,5434,2,3,1986,176000
3,2,3750,1.5,5,1904,885000
2,1.75,3000,1.5,3,1906,483000
3,1,7125,1,4,1978,240000
4,2.25,5200,1,4,1957,720000
4,2.5,5822,2,3,2001,311000
3,2,7995,1,3,1950,332500
3,1.75,15330,1,3,1956,164950
3,1.75,15330,1,3,1956,371000
3,1.75,16200,1,3,1976,264500
4,2.25,6513,2,4,1937,1.74E+06
2,1,4280,1,4,1921,503000
4,2.5,5010,2,3,2000,738000
2,1,3350,1,4,1925,393000
2,1,45528,1,4,1992,280000
4,2.5,9647,1,3,1964,260000
2,1,4640,1,3,1915,505000
3,1.5,8000,1,4,1976,241000
3,1.75,9605,1,3,1975,530000
1,1,4000,1.5,4,1910,713000
3,1.75,10125,2,3,1944,487000
2,1,5393,1,3,1969,128000
3,1,10178,1,3,1960,210500
3,2.5,7210,1,5,1968,420000
3,2.5,4320,2,4,1930,679000
4,2.75,4227,3,3,2014,784950
4,2.5,6366,2,3,1998,352000
3,1.5,1318,2,3,2004,386000
3,1.75,17000,1,3,1994,335000
3,2,15500,1,3,1982,472500
5,2.25,13292,1,3,1976,599950
4,3.25,6765,2,3,2014,963990
3,2,3600,2,5,1925,735000
3,4.25,9751,2,3,1998,858450
5,2.75,4000,2,4,1914,665000
3,2.5,7414,2,4,1993,290000
2,1,4320,1,3,1925,250000
3,1.75,7205,1,3,1986,192500
4,2,13400,1,4,1957,350000
4,2.5,9910,2,3,2003,518000
4,1,3376,1.5,5,1911,563000
4,3,9566,2,3,2003,375000
3,2.5,1319,3,3,2002,400000
5,1.75,16000,1,3,1957,240000
2,1,5120,1,3,1902,317500
5,4,36342,2,5,1982,1.32E+06
3,1,239144,1,3,1921,234000
3,2.5,13750,2,4,1975,645000
2,1,4840,1,3,1908,649000
4,2.5,3980,2,3,2004,605000
3,3.5,1471,3,3,1999,337900
3,2.75,3600,2,3,1906,535000
4,1,5684,1,3,1957,325000
4,2.25,10875,1,3,1967,429950
3,2.5,32807,2,3,1989,775000
2,1,6000,1,3,1965,650000
4,2.25,13114,2,5,1967,1.20E+06
2,1,10404,1,3,1935,275000
4,3.5,16970,2,3,1997,575000
3,2.5,16455,1,5,1959,540000
3,1.75,4206,1,5,1917,640000
3,1.5,9125,1,4,1967,275000
4,2.5,10533,2,3,1997,672800
4,2.25,9144,1,4,1956,495000
3,2.5,35108,1.5,3,1995,820000
4,2.75,11443,1,5,1952,475000
4,2,7861,1,4,1970,1.28E+06
3,1,9375,1,3,1967,380000
3,2,8225,1,4,1987,397500
5,2.5,8560,1,3,1978,352000
6,2.5,8600,1,5,1967,893880
5,3.25,34200,2,3,1986,635000
3,2.25,8165,2,3,1977,420000
3,2,2500,1,4,1987,503000
2,1.75,10143,1,4,1953,689000
4,2.75,3840,1.5,4,1922,749500
6,3.75,49542,2,3,1984,1.15E+06
4,2.5,12831,2,3,2001,563500
4,3,9664,2,3,1981,480000
4,3,8800,1,3,1977,374950
3,2.5,6250,2,3,1995,308950
4,2.75,16934,1,4,1958,445000
3,1.5,9000,1,4,1968,237200
3,1.75,7270,1.5,5,1953,453500
3,2,4549,1,5,1954,616500
5,5,32909,2,3,2000,1.25E+06
1,1,5150,1,4,1954,396000
3,1,8179,1,3,1949,210000
2,1.75,5175,1,3,1919,539000
3,2.5,18600,2,3,1979,605000
3,2,4800,2,5,1948,437500
3,1.5,15000,1,3,1952,215000
4,2.5,4780,2,3,2000,440000
3,1,22500,1,3,1939,525000
3,1.5,20383,1,3,1985,319900
3,1,9075,1,3,1977,335000
3,2.25,35273,2,3,1986,485000
4,2.25,7700,2,4,1976,359999
5,2.75,19783,1,4,1959,799000
3,2.25,10454,1,3,1977,280000
4,2.75,3433,1.5,3,1927,1.05E+06
1,2,4800,2,3,1910,290000
2,2.25,2748,2,3,1995,235000
3,1.75,3000,1,4,1925,495000
3,2.25,7488,2,3,1980,290000
4,1.5,9516,1,4,1969,230000
3,1.75,8475,1,4,1968,234000
4,2.5,4500,2,3,2001,597400
4,2.5,17600,1,4,1966,370000
4,2.5,10452,2,3,1993,755000
3,2.5,5715,2,3,1999,342000
2,1,3325,1,3,1918,497000
3,1,30166,1,5,1959,835000
4,2.75,4500,2,3,1999,730000
3,1,5250,1,3,1939,655000
3,2.5,3118,2,3,1993,205000
4,2,4800,1.5,3,1918,632750
5,3,7715,1,3,2013,330000
5,2.25,8250,2,4,1961,527500
4,2.5,6465,2,3,2002,716500
4,2.5,5395,2,3,2006,388500
3,1.75,7770,1,4,1967,530000
3,2.5,4517,2,3,2002,419000
3,1.75,7360,1,4,1978,385000
4,2.5,5669,2,3,2003,655000
4,2.75,10900,2,5,1924,1.70E+06
2,1,47044,1,5,1904,279000
3,1.5,9579,1,4,1962,262000
4,1,4750,1.5,3,1919,533000
3,1.75,8100,1,3,1950,640000
3,2.25,35127,2,3,1987,285000
4,2.5,10300,1,3,1921,458400
5,3.25,10587,1,5,1960,620000
3,1.5,11358,1,4,1956,465000
4,3.75,7054,2,4,1985,690000
3,2.25,51400,1,3,1977,462500
4,2.5,10221,2,3,1994,369950
2,1,6480,1,4,1954,124500
4,2.25,10920,1,3,1965,950000
4,1.5,10580,1,3,1965,418000
3,1,8000,1,4,1927,160000
4,2.5,10800,1,3,1964,457000
2,1.75,7680,1,5,1948,530000
3,1,7300,1,4,1956,385000
3,1.75,7800,1,4,1958,491000
4,2.25,8034,1,4,1967,521000
3,1,8528,1,5,1967,255000
5,3,7199,1,3,2003,292050
6,3,7200,1,4,1966,326000
2,1,5120,1,4,1941,300000
3,1.75,7480,1,3,1979,291600
5,1.5,12551,1,3,1967,435000
3,2.5,1311,3,3,2005,465000
3,2.25,7420,1.5,5,1913,200000
3,1.5,6132,1,4,1959,238000
4,2.5,7000,1,4,1956,455000
6,3,7220,2,3,1980,230000
4,2.25,4104,2,5,1928,808000
3,1,5700,1.5,3,1916,578500
3,2,868,3,3,2003,390000
3,2.5,3933,2,3,1989,517500
4,2.75,4000,1.5,3,1912,755000
3,1.75,4120,1,4,1925,579500
3,2.75,1350,3,3,2014,649950
4,1.75,6120,1,3,1965,228000
4,1.75,3680,1.5,5,1926,665000
4,2.5,6069,2,3,1999,689000
4,2.5,11240,1,3,1977,560000
3,1,6420,1,3,1944,529000
5,2.5,14858,1,5,1970,375000
4,2.75,9240,1,4,1949,325000
4,2.5,10519,2,3,1990,583000
2,1,9784,1,3,1932,330000
3,2.5,8727,2,3,1995,262000
4,2.5,6776,2,3,2004,555000
2,1,6000,1,3,1951,585000
3,2.75,3088,2,3,2008,425590
2,1,4840,1,4,1947,235000
2,1,4000,1,3,1909,362362
3,2,7500,1,3,1997,252000
4,2.5,9551,2,3,1992,439000
4,2.25,10810,2,4,1988,465000
4,2,7854,1.5,3,1983,249900
2,2.5,5000,1,5,1926,665000
3,1.75,8774,1,3,1972,370000
2,1,3000,1.5,3,1929,620000
3,1,7671,1,4,1937,375000
4,2,9390,1,5,1957,552625
3,1,10500,1,4,1966,315500
2,1.75,8187,1,4,1983,620000
4,2.5,9075,1,4,1959,510000
4,2.5,38677,2,3,1987,652500
4,2.5,22795,2,3,1998,574000
3,2.5,12806,2,3,2010,430000
3,2,7236,1,5,1947,390000
3,1,3840,1,3,1945,466500
2,2.25,2436,2,3,1984,315000
4,1.5,9600,1,3,1971,220000
3,1.75,17286,1,4,1978,325000
3,1,8443,1,3,1953,365000
3,3.5,12384,2,3,1980,356000
4,1.75,12518,1,3,1950,380000
4,2.25,8764,2,4,1983,579000
2,1,5000,1,3,1943,682000
3,1.75,12325,1,4,1968,499000
3,1,5880,1,3,1968,333760
4,2.5,18903,2,3,1994,745000
3,1.75,10870,1,5,1968,380000
3,3,1350,3.5,3,2005,435000
3,2.75,3264,1,3,1919,520000
4,2.5,41206,2,4,1988,965000
3,2.25,16728,1,4,1959,270000
5,2.75,4643,1.5,4,1916,1.10E+06
3,1.75,13286,1,4,1964,577500
3,1.75,5000,1,3,1911,650000
4,2.5,10319,2,4,1986,1.23E+06
5,4.25,16471,2,4,1980,1.90E+06
2,2,3720,1.5,3,1983,475000
3,1,10132,1,4,1970,200000
4,2.5,11717,2,3,1997,397000
3,2,8450,1,3,1989,383610
4,2.5,5742,2,3,1999,275000
3,2,11177,2,3,1910,840000
4,2.5,7350,2,3,1985,365000
3,2.75,955,2,3,2004,362000
3,1.75,6258,1,3,1956,350000
2,1.75,13052,1.5,3,1980,200000
4,2.5,8100,1,4,1979,299000
4,1.5,82764,1,3,1966,555000
3,2.25,8330,1,4,1953,1.33E+06
5,2.75,16100,1,4,1960,896000
2,1.75,7290,1,3,1950,550000
2,1,6617,1,3,1986,324500
3,1,7350,1,4,1960,312500
4,3.25,17786,2,4,1990,485000
2,1,5413,1,4,1923,511000
2,1.5,1561,2,3,1983,139500
4,2.5,7203,2,4,1989,464000
3,1.75,8800,1,3,1978,255000
4,2.5,4644,2,3,2004,679975
3,2,14274,1,4,1964,624800
3,2.75,223027,2,3,1983,920000
3,2.5,6000,1.5,4,1928,1.37E+06
3,1.5,10275,1,4,1964,510000
4,2.25,7200,2,4,1984,289659
4,2.5,6250,2,3,1999,585000
5,3,6930,2,3,2004,555000
4,2.75,24897,2,4,1964,940000
3,2,7350,1,4,1979,460000
3,2.5,7434,2,4,1978,319000
3,2.5,1916,2,3,2005,280000
3,1,7470,1,4,1917,250000
4,2.5,8312,2,3,1990,749950
5,2.5,23265,1,3,1957,458000
3,2.5,4808,2,3,2000,465000
3,1.75,2797,1,3,1977,580000
4,2.5,36562,2,3,1994,700000
4,2.5,7206,2,3,2007,350000
4,1,7689,1,3,1977,456000
3,2,18958,1.5,3,1983,290000
4,2.75,16288,1,3,1980,475000
3,2.5,3629,2,3,2005,285000
3,1,6400,1,3,1962,309000
4,2,32417,2,3,2000,860000
3,2.25,6500,1,3,1979,219000
3,2.5,7199,2,3,1990,546500
2,1,5566,1,4,1919,338000
2,1,8130,1,3,1942,505000
4,1.75,15084,1,4,1979,340000
3,2.25,10675,2,3,1990,678000
3,1.75,10292,1,4,1969,800000
1,1,3230,1,3,1963,112000
3,1.75,16819,1.5,4,1925,252000
4,2.75,7210,1,4,1979,335000
3,2,13418,1,3,1955,610000
3,2,6790,1,3,1979,245000
3,1.75,16026,1,3,1972,493500
4,2.25,8505,2,3,1986,596500
3,2,4072,1.5,5,1907,245000
3,1.75,7200,1,4,1977,333500
3,1,8974,1,5,1976,373000
4,2.5,5639,2,3,2008,759900
3,2.25,1204,3,3,2007,317000
3,1.5,4080,1.5,5,1914,670000
2,2.5,26761,2,3,1990,985000
3,1.5,6954,1,4,1983,310000
4,2.5,13122,2,3,1997,750000
3,2,3440,2,3,1987,408000
5,3.75,8225,2,3,1998,900000
4,2.25,15054,1,3,1957,460000
4,2.5,6000,1,4,1952,339000
3,2,6000,1,3,1909,660000
4,3,10783,2,3,1990,449950
3,1,6000,1,3,1930,235000
5,2.25,13138,1,4,1964,769000
2,2,3900,1,3,2003,428000
3,2.25,7340,2,3,1984,445000
4,2.5,6958,1,3,1974,462000
3,1,6198,1.5,4,1916,775000
4,1.75,10108,1,4,1967,605000
2,1,15996,1,4,1946,193500
4,2.5,8060,2,3,1991,389950
4,3.5,6098,2,3,2006,790000
2,1,5000,1,4,1918,442000
4,2.25,13500,2,3,1974,890000
3,1,6978,1,4,1958,235000
4,1.75,6720,1,3,1959,495000
4,2.5,50965,2,3,2007,600000
3,2,5500,1.5,3,1937,1.40E+06
3,2,8400,1,4,1967,251000
4,2.25,57063,2,4,1978,471000
4,2.5,41338,2,3,1995,597000
5,3.5,9305,2,3,1985,804000
3,1.75,17493,1,3,1972,357000
3,2.5,1689,2,3,2014,419990
4,2.5,35201,2,4,1987,725000
3,2.5,5733,2,3,2003,275000
3,2.25,13630,1,3,1984,445000
3,2.5,27566,2,3,1995,510000
4,1,13372,1,3,1955,330000
3,1,5605,1,5,1942,270000
4,2,4770,1,4,1941,495000
4,1.75,10300,2,3,1950,225000
3,1.5,5400,1,4,1952,716528
3,2.5,6095,2,4,1991,260000
4,2.5,9928,2,3,1998,471000
5,3.5,4800,2,3,1919,690000
5,1.5,7200,1.5,3,1937,548000
3,1,5410,1,4,1928,505000
3,1,11799,1,3,1966,325000
4,2.25,34092,2,4,1980,682000
3,2.25,10760,2,3,1985,605000
2,1.75,4495,1,4,1975,276200
3,1,4040,1.5,3,1906,530000
3,3,9600,1,3,1988,245000
4,2.5,45902,2,3,1987,654950
2,1,6727,1,3,1939,221900
4,2,4508,1,4,1926,466000
3,2,6387,1,3,2003,383150
4,1,4240,1,3,1924,657100
3,2,43995,2,3,1988,539000
6,3,15600,1,4,1977,400000
4,2.5,11600,1,5,1931,215000
2,1,2850,1,4,1927,489000
4,2.5,12764,2,3,1994,649000
4,1.75,10800,1,4,1953,700000
2,1,8424,1,4,1953,268500
3,2.5,5001,2,3,1996,515000
4,2,10800,1,3,1978,685000
2,1.5,2142,2,3,2006,305000
